start_lat,start_lng,end_lat,end_lng,distance,timestamp,month,day,date,weekday,time
44.12094024,-79.79197121,44.15292278,-79.73630855,7.5,2020-06-29-163818692811,6,29,2020-06-29,1,16.63333333
44.12094024,-79.79197121,44.12072194,-79.79209308,0.035,2020-06-29-163819010470,6,29,2020-06-29,1,16.63333333
44.12094024,-79.79197121,44.1697454,-79.7528009,7.8,2020-06-29-163819157494,6,29,2020-06-29,1,16.63333333
44.15292278,-79.73630855,44.1870881,-79.6705665,8.9,2020-06-29-163819163450,6,29,2020-06-29,1,16.63333333
44.1870881,-79.6705665,44.15292278,-79.73630855,8.9,2020-06-29-163820280611,6,29,2020-06-29,1,16.63333333
44.1870881,-79.6705665,44.12072194,-79.79209308,17.3,2020-06-29-163822023248,6,29,2020-06-29,1,16.63333333
44.12072194,-79.79209308,44.12094024,-79.79197121,0.035,2020-06-29-163822534430,6,29,2020-06-29,1,16.63333333
44.12072194,-79.79209308,44.1871321,-79.6706479,17.3,2020-06-29-163822721095,6,29,2020-06-29,1,16.63333333
44.1870881,-79.6705665,44.1697454,-79.7528009,11.1,2020-06-29-163822751948,6,29,2020-06-29,1,16.63333333
44.1870881,-79.6705665,44.12094024,-79.79197121,17.4,2020-06-29-163824350874,6,29,2020-06-29,1,16.63333333
44.1871321,-79.6706479,44.15292278,-79.73630855,8.9,2020-06-29-163828979848,6,29,2020-06-29,1,16.63333333
44.12072194,-79.79209308,44.1870881,-79.6705665,17.3,2020-06-29-163828998729,6,29,2020-06-29,1,16.63333333
44.12072194,-79.79209308,44.15292278,-79.73630855,7.5,2020-06-29-163829144057,6,29,2020-06-29,1,16.63333333
44.12072194,-79.79209308,44.1697454,-79.7528009,7.8,2020-06-29-163829680154,6,29,2020-06-29,1,16.63333333
44.1871321,-79.6706479,44.1697454,-79.7528009,11.1,2020-06-29-163832453168,6,29,2020-06-29,1,16.63333333
44.1871321,-79.6706479,44.12094024,-79.79197121,17.4,2020-06-29-163832765750,6,29,2020-06-29,1,16.63333333
44.1697454,-79.7528009,44.12094024,-79.79197121,7.8,2020-06-29-163832777497,6,29,2020-06-29,1,16.63333333
44.1697454,-79.7528009,44.12072194,-79.79209308,7.8,2020-06-29-163832951335,6,29,2020-06-29,1,16.63333333
44.1871321,-79.6706479,44.12072194,-79.79209308,17.3,2020-06-29-163834620528,6,29,2020-06-29,1,16.63333333
44.1697454,-79.7528009,44.15292278,-79.73630855,4.7,2020-06-29-163835206017,6,29,2020-06-29,1,16.63333333
44.1697454,-79.7528009,44.1870881,-79.6705665,11.1,2020-06-29-163835837794,6,29,2020-06-29,1,16.63333333
44.1697454,-79.7528009,44.1871321,-79.6706479,11.1,2020-06-29-163837103698,6,29,2020-06-29,1,16.63333333
