start_lat,start_lng,end_lat,end_lng,distance,timestamp,month,day,date,weekday,time
43.86764563,-80.06128476,43.87989702,-80.02434021,8.2,2020-06-29-150627128637,6,29,2020-06-29,1,15.1
43.86155353,-80.13596405,43.86911433,-80.06610163,11.4,2020-06-29-150630158750,6,29,2020-06-29,1,15.1
43.87989702,-80.02434021,43.86764563,-80.06128476,8.2,2020-06-29-150630883384,6,29,2020-06-29,1,15.1
43.86155353,-80.13596405,43.884977,-80.047619,11.5,2020-06-29-150630973723,6,29,2020-06-29,1,15.1
43.87989702,-80.02434021,43.86776,-80.06069889,8.1,2020-06-29-150631102461,6,29,2020-06-29,1,15.1
43.86155353,-80.13596405,43.87989702,-80.02434021,14.8,2020-06-29-150631537679,6,29,2020-06-29,1,15.1
43.86155353,-80.13596405,43.86776,-80.06069889,11.1,2020-06-29-150633182624,6,29,2020-06-29,1,15.1
43.86155353,-80.13596405,43.86764563,-80.06128476,11.2,2020-06-29-150633935784,6,29,2020-06-29,1,15.1
43.87989702,-80.02434021,43.86155353,-80.13596405,14.8,2020-06-29-150633956954,6,29,2020-06-29,1,15.1
43.87989702,-80.02434021,43.884977,-80.047619,3.2,2020-06-29-150634346893,6,29,2020-06-29,1,15.1
43.87989702,-80.02434021,43.86911433,-80.06610163,8.4,2020-06-29-150634731574,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.884977,-80.047619,4.4,2020-06-29-151314248033,6,29,2020-06-29,1,15.21666667
43.86911433,-80.06610163,43.86776,-80.06069889,0.27,2020-06-29-151314290746,6,29,2020-06-29,1,15.21666667
43.86776,-80.06069889,43.86155353,-80.13596405,11.1,2020-06-29-151314328519,6,29,2020-06-29,1,15.21666667
43.86911433,-80.06610163,43.87989702,-80.02434021,8.4,2020-06-29-151314412531,6,29,2020-06-29,1,15.21666667
43.86911433,-80.06610163,43.86764563,-80.06128476,0.27,2020-06-29-151314503012,6,29,2020-06-29,1,15.21666667
43.86776,-80.06069889,43.86764563,-80.06128476,0.085,2020-06-29-151317365576,6,29,2020-06-29,1,15.21666667
43.86776,-80.06069889,43.87989702,-80.02434021,8.1,2020-06-29-151317976609,6,29,2020-06-29,1,15.21666667
43.86911433,-80.06610163,43.884977,-80.047619,4.7,2020-06-29-151318012910,6,29,2020-06-29,1,15.21666667
43.86911433,-80.06610163,43.86155353,-80.13596405,11.4,2020-06-29-151318153876,6,29,2020-06-29,1,15.21666667
43.86776,-80.06069889,43.86911433,-80.06610163,0.27,2020-06-29-151318219493,6,29,2020-06-29,1,15.21666667
43.884977,-80.047619,43.86911433,-80.06610163,4.7,2020-06-29-151320169477,6,29,2020-06-29,1,15.21666667
43.884977,-80.047619,43.87989702,-80.02434021,3.2,2020-06-29-151321607491,6,29,2020-06-29,1,15.21666667
43.884977,-80.047619,43.86764563,-80.06128476,4.5,2020-06-29-151322164966,6,29,2020-06-29,1,15.21666667
